{epoch}	{lr}	{train_loss}	{test_loss}	{train_acc}	{test_acc}	{train_cos}	{test_cos}	{train_ang}	{test_ang}	{avg_fc_cos_max}	{avg_fc_ang_min}
44	0.0885256621388	0.232807083666	0.402455100417	0.91852	0.8657	0.422269740462	0.402752876878	64.6110276263	65.7909666291	0.253956407309	66.1840667725
45	0.08802029828	0.350808517873	0.529502062201	0.8817	0.8325	0.421297830105	0.403620516062	64.7011185865	65.7752473586	0.250538170338	66.3876876831
46	0.0875055534815	0.288008517444	0.483221543431	0.90074	0.8483	0.410489348888	0.390776565671	65.3440827333	66.531123357	0.246522068977	66.6294784546
47	0.0869815547489	0.238801555157	0.426522318125	0.91544	0.8606	0.425550775528	0.40502394557	64.4371107381	65.679833714	0.241608008742	66.9207611084
48	0.0864484313711	0.201535251439	0.392576176524	0.92994	0.8753	0.464155100942	0.442888251543	61.9345795871	63.2361813618	0.239427447319	67.0554962158
49	0.0859063148882	0.221403636038	0.398512578309	0.92234	0.8704	0.456999692678	0.437902017236	62.4011198657	63.5667106082	0.239345341921	67.0628585815
50	0.0853553390593	0.325237320423	0.514185871482	0.8894	0.8376	0.44640823245	0.426859347224	63.0765117017	64.2694123545	0.234346181154	67.3707199097
51	0.0847956398296	0.331221243083	0.521170877218	0.88846	0.8391	0.458801759124	0.44044942081	62.2573108884	63.3888557607	0.23026907444	67.6172027588
52	0.0842273552964	0.24850380224	0.442950969338	0.913	0.8593	0.446416947365	0.426536970139	63.1002533573	64.3106848654	0.221326589584	68.1450576782
53	0.0836506256755	0.256559094369	0.46468074441	0.91048	0.8569	0.444524033666	0.422015027404	63.2418392719	64.6125248584	0.220251441002	68.2089157104
54	0.0830655932662	0.23762748009	0.442986600399	0.91594	0.8582	0.473903208375	0.45093516469	61.3123454195	62.7215850743	0.217917829752	68.3509521484
55	0.0824724024165	0.210840190738	0.414223929048	0.92324	0.867	0.461303684592	0.438978595138	62.1506544793	63.5085888402	0.216305494308	68.4421005249
56	0.0818711994874	0.196581843585	0.412388245761	0.93072	0.874	0.49679951036	0.474030139446	59.7313129014	61.1375531469	0.207179903984	68.9805221558
57	0.0812621328168	0.202536162585	0.412562589049	0.92966	0.8721	0.466491310477	0.442615177631	61.7624084678	63.2186182134	0.204520568252	69.1481552124
58	0.0806453526826	0.213057569683	0.42721984148	0.92574	0.8655	0.482526839852	0.459273893833	60.7610007198	62.1882251642	0.205280900002	69.097328186
59	0.0800210112663	0.22740630582	0.437012398839	0.9202	0.8626	0.48032002151	0.458773184419	60.8974962584	62.221529713	0.202901795506	69.2347488403
60	0.0793892626146	0.224465705007	0.452003256083	0.91864	0.857	0.4682666682	0.444538533688	61.6897809627	63.1327134215	0.196094080806	69.6386260986
61	0.0787502626022	0.159451898426	0.372017554343	0.94366	0.8807	0.48807791853	0.463851097226	60.3598236576	61.8445865992	0.194099977612	69.7534713745
62	0.0781041688926	0.216021297812	0.432859149575	0.92234	0.8661	0.494023918867	0.470263918638	59.9623480116	61.4254632423	0.187553912401	70.1435546875
63	0.0774511408999	0.25314536947	0.50426966548	0.90948	0.845	0.46552989924	0.440315871835	61.8592630091	63.3976888345	0.180617585778	70.547203064
64	0.0767913397489	0.245362713039	0.467666710019	0.91174	0.8597	0.502535468102	0.480043929219	59.3911524325	60.7887146222	0.18120059371	70.5145645142
65	0.0761249282358	0.26780360353	0.50350617528	0.90932	0.8522	0.510029138684	0.486773560643	58.827944268	60.2702682936	0.178124651313	70.6915359497
66	0.0754520707875	0.168846373528	0.386246832311	0.94066	0.881	0.521546254873	0.496917430162	58.1422159379	59.675722183	0.173080101609	70.9920578003
67	0.0747729334216	0.175891690433	0.404276211262	0.93796	0.8736	0.503089842439	0.477009977698	59.4047458204	61.021455777	0.173235699534	70.9861373901
68	0.0740876837051	0.178644314885	0.417098175287	0.93694	0.8724	0.519582665324	0.493829315305	58.2497998594	59.8574691454	0.171821698546	71.0658416748
69	0.073396490713	0.17789933756	0.408412663639	0.93706	0.8734	0.524938445687	0.499398941994	57.8666048139	59.4553864275	0.165045306087	71.4709091187
70	0.072699524987	0.206208375603	0.448177716732	0.9264	0.8661	0.525274872303	0.499910438657	57.8936876887	59.4769079438	0.16193138063	71.6510391235
71	0.0719969584928	0.140112648025	0.368540251851	0.94988	0.8814	0.537462126732	0.511275410056	57.0659483877	58.6992225366	0.155445441604	72.0262527466
72	0.0712889645783	0.196500072598	0.444142238498	0.93222	0.8664	0.538430954456	0.512313575745	56.9452293703	58.580929739	0.155251249671	72.0390396118
73	0.0705757179303	0.14893252416	0.379694868028	0.94782	0.878	0.536005647182	0.51062287569	57.1772651715	58.7661760806	0.153980836272	72.1164474487
74	0.0698573945317	0.22978204909	0.479370461702	0.919	0.8571	0.532125797391	0.507362185717	57.4117153353	58.9567227856	0.147138997912	72.5155410767
75	0.0691341716183	0.158520687491	0.407284370661	0.9445	0.8786	0.530640176892	0.502523358464	57.5493101518	59.3003603945	0.136943086982	73.1120376587
76	0.0684062276342	0.137535489261	0.371163842082	0.95186	0.8857	0.547415827274	0.520985455513	56.3683384517	58.0311358474	0.144775286317	72.6516876221
77	0.067673742189	0.159972996712	0.410350457728	0.94292	0.8756	0.543437141418	0.516085394621	56.6508365238	58.3633253079	0.136659428477	73.1235580444
78	0.0669368960123	0.148985315412	0.397474606931	0.94898	0.879	0.557103079319	0.529919041991	55.7105258834	57.4157248749	0.134028419852	73.2791519165
79	0.0661958709099	0.218521102518	0.479579205513	0.92074	0.857	0.544514797211	0.519458928108	56.5601609131	58.1256830142	0.130569130182	73.4787750244
80	0.0654508497187	0.132169025242	0.384599874318	0.9524	0.8842	0.55288832593	0.524127393961	56.017092381	57.8285621355	0.128567740321	73.5941085815
81	0.0647020162616	0.212094164699	0.482210785151	0.92656	0.8593	0.552143494129	0.525071943402	56.0461242093	57.7497382008	0.122901134193	73.9215011597
82	0.063949555302	0.23604650405	0.505840397477	0.91994	0.8531	0.560684970379	0.533436579704	55.3908787949	57.1117728508	0.127648338675	73.6463623047
83	0.0631936524983	0.153232182533	0.417485206723	0.94598	0.8814	0.581631839991	0.554688538313	53.9672948413	55.6810571552	0.126109242439	73.7374343872
84	0.0624344943582	0.129570083171	0.384479504228	0.95444	0.8863	0.576018740416	0.546982434988	54.3961233233	56.2473583845	0.124413989484	73.8369216919
85	0.0616722681928	0.205226331592	0.475108294487	0.92794	0.864	0.558335275173	0.531730566025	55.5885693724	57.254952672	0.119145058095	74.1423416138
86	0.0609071620698	0.131860870481	0.3990948385	0.95326	0.8825	0.57521035862	0.545975375175	54.4591061779	56.3149267139	0.120746731758	74.0467300415
87	0.0601393647678	0.15990224421	0.433202611208	0.94462	0.874	0.575245735407	0.545870301723	54.4110380932	56.2693695571	0.11675991863	74.2788925171
88	0.0593690657293	0.131620250985	0.41339674294	0.9523	0.8794	0.571372720003	0.541172873974	54.719202978	56.6317185374	0.112251542509	74.5390853882
89	0.058596455014	0.14423102963	0.416569604874	0.94828	0.8792	0.579954891682	0.551539102793	54.1177588681	55.9312755347	0.10542525351	74.935295105
90	0.057821723252	0.160658072993	0.446830915213	0.94358	0.8757	0.578207774878	0.54781206727	54.206690144	56.1363281271	0.101264111698	75.1809387207
91	0.0570450615969	0.0949280765429	0.358620698154	0.9656	0.8921	0.585351376534	0.554591898918	53.7642253396	55.7209025663	0.0969835817814	75.4242782593
92	0.0562666616782	0.126537272036	0.41368349731	0.95586	0.8817	0.579755734921	0.548608072996	54.1255414861	56.1080034692	0.09781806916	75.3745651245
93	0.0554867155546	0.108946669325	0.391777945459	0.9609	0.8891	0.589124307156	0.558677389622	53.4800254713	55.423389225	0.0927378535271	75.667930603
94	0.0547054156659	0.107316578403	0.3920847404	0.96168	0.886	0.593540213346	0.562368129492	53.1851472989	55.1764392959	0.0919204577804	66.7206802368
95	0.0539229547864	0.0991919088215	0.378370362818	0.96454	0.8913	0.601153452396	0.569112023115	52.6266419928	54.6778300906	0.0916375741363	75.7378082275
96	0.0531395259765	0.0917230308205	0.379459766448	0.967	0.8905	0.609499248743	0.575839959383	52.0431587668	54.2074341429	0.0911915823817	66.7607421875
97	0.0523553225355	0.0861581600904	0.378475260437	0.97042	0.8913	0.60862680006	0.575564990044	52.1190687789	54.2430425145	0.0899373739958	75.8314208984
98	0.0515705379539	0.125020664096	0.422043383718	0.95528	0.8813	0.595200841665	0.562979301214	53.0190541464	55.0731793349	0.0867359563708	76.0156021118
99	0.0507853658656	0.125678550482	0.430412689447	0.95542	0.8795	0.595388436317	0.562332140207	53.0052646638	55.1141982409	0.0853542611003	67.0944366455
100	0.05	0.119684823737	0.430955055654	0.9581	0.8822	0.598224726677	0.56540720582	52.7923347186	54.8839408843	0.0847351998091	76.13256073
101	0.0492146341344	0.0855968520567	0.362719324529	0.97058	0.8946	0.605715565681	0.572428224087	52.2978351835	54.4388223738	0.0831116065383	67.2280197144
102	0.0484294620461	0.0886651154831	0.387149576247	0.96962	0.8934	0.616463270426	0.583179501295	51.510786953	53.6547459586	0.078527867794	67.489074707
103	0.0476446774645	0.110181099385	0.424448064566	0.96104	0.8858	0.62164511323	0.586986602545	51.1300289052	53.3781489105	0.0797826200724	76.4160995483
104	0.0468604740235	0.131571614586	0.432885009646	0.95294	0.8817	0.603971999645	0.57136482954	52.3823380926	54.4736932216	0.0795081034303	67.4324645996
105	0.0460770452136	0.0929994200617	0.394603894949	0.9674	0.8953	0.629957154989	0.595822461843	50.5376879075	52.7650017358	0.0775493010879	67.548500061
106	0.0452945843341	0.07369176865	0.386871821582	0.9745	0.8945	0.62462975049	0.589964190722	50.9265708477	53.1671445594	0.0797069072723	76.4214706421
107	0.0445132844454	0.0793357656598	0.374757534266	0.9715	0.8942	0.617427608252	0.582888612747	51.4607675242	53.6874321021	0.0772439464927	67.5647583008
108	0.0437333383218	0.107874833047	0.422301360369	0.9629	0.888	0.620731652498	0.586259168386	51.1658074988	53.3869864239	0.076143078506	67.6326217651
109	0.0429549384031	0.0892557739466	0.410449467599	0.96836	0.8933	0.626476869822	0.590218683481	50.8039229167	53.1620650161	0.0743012577295	67.7319869995
110	0.042178276748	0.0822809063606	0.403061974049	0.97106	0.8928	0.630577974319	0.59370283246	50.4587810679	52.8483842071	0.0680918544531	68.0938110352
111	0.041403544986	0.057465867728	0.369063390493	0.98008	0.9	0.629586512804	0.591889622211	50.5910630628	53.0442641287	0.0652562901378	68.2567214966
112	0.0406309342707	0.0694158769473	0.385001471937	0.9753	0.8992	0.639608160019	0.602375314236	49.8318841488	52.2707200701	0.0627779141068	77.39894104
113	0.0398606352322	0.052394802358	0.353971770704	0.98206	0.908	0.642549463987	0.605031242371	49.63015667	52.0806110436	0.0623877719045	77.4228668213
114	0.0390928379302	0.0796045797691	0.404955339432	0.97138	0.8941	0.642404105902	0.604746553898	49.6113393622	52.072790477	0.0593149326742	77.6000289917
115	0.0383277318072	0.0875466527715	0.41502438724	0.96896	0.8945	0.645886319399	0.608213444948	49.3309145531	51.7909011251	0.0580146387219	68.6703643799
116	0.0375655056418	0.0592846133783	0.401958775222	0.97904	0.8968	0.649561480284	0.609808104038	49.0808084482	51.6819505237	0.0554423294961	68.8225021362
117	0.0368063475017	0.0634966567382	0.387635569274	0.97782	0.8986	0.652798578501	0.61484862566	48.815730118	51.3013402812	0.0532626919448	59.9494132996
118	0.036050444698	0.0672806836776	0.402484107614	0.97702	0.8935	0.65009224081	0.612680109739	49.016819903	51.4674847694	0.0551386587322	59.8416404724
119	0.0352979837384	0.0543629503474	0.3786172387	0.9811	0.9016	0.646931711674	0.60814858675	49.2856303306	51.8213813907	0.054177891463	59.891242981
120	0.0345491502813	0.0423496287428	0.375065285265	0.98508	0.9015	0.660425551414	0.621300640106	48.2818902232	50.851767258	0.0505101196468	60.107635498
121	0.0338041290901	0.0741222985014	0.420328955352	0.97496	0.8944	0.654289667606	0.615325465202	48.6884005567	51.2344206832	0.0477949529886	60.2624282837
122	0.0330631039877	0.0439284495898	0.384633048475	0.9844	0.9004	0.666354616642	0.625694218874	47.8282804079	50.5186395344	0.0472026914358	60.2943992615
123	0.032326257811	0.0432285242565	0.376923733652	0.98498	0.9052	0.661451511621	0.621173123121	48.2122671134	50.8674238957	0.0459991283715	60.3655891418
124	0.0315937723658	0.0431380337924	0.380399175882	0.98512	0.9023	0.667638495207	0.626333763599	47.7378736062	50.4686247229	0.0411982275546	60.6375808716
125	0.0308658283817	0.0530231173206	0.419119664431	0.98126	0.8983	0.662305256367	0.620106151104	48.0878751345	50.8615410538	0.0413115732372	60.6311035156
126	0.0301426054683	0.0492894544601	0.411682681441	0.98278	0.8964	0.660759135485	0.617854325771	48.2428785596	51.0681637018	0.0397109426558	60.7278404236
127	0.0294242820697	0.0409091478121	0.394047674537	0.98528	0.9033	0.666702210903	0.623402013779	47.7735955775	50.6260697357	0.0378681086004	60.8344688416
128	0.0287110354217	0.0342928368356	0.361511990726	0.9884	0.909	0.674116535902	0.632113946676	47.2300440963	50.016232061	0.0372486226261	60.8644104004
129	0.0280030415072	0.0564221131355	0.429828675985	0.98018	0.8964	0.669195982218	0.6260066998	47.5963859643	50.455087288	0.0365150943398	60.906452179
130	0.027300475013	0.0272997759869	0.377213819027	0.99108	0.9068	0.681682915449	0.637102019787	46.6466905757	49.6112800489	0.0377205982804	60.839931488
131	0.026603509287	0.026019750284	0.38093683809	0.99132	0.9074	0.682422433376	0.637510808706	46.5952848644	49.5883868257	0.0341746509075	61.0407714844
132	0.0259123162949	0.0370478558633	0.410692790449	0.98684	0.9006	0.680453192234	0.634327888489	46.7284492651	49.7905351534	0.0343651361763	61.033821106
133	0.0252270665784	0.0460191181134	0.408127818704	0.98496	0.9013	0.681489704609	0.636792691946	46.6353483226	49.6018043908	0.0352536030114	60.9787063599
134	0.0245479292125	0.0300697404575	0.40697494477	0.9898	0.9008	0.686607618809	0.639907919168	46.2766714705	49.3985316773	0.0332555957139	61.0973320007
135	0.0238750717642	0.0234445377197	0.379582668245	0.99188	0.9087	0.688463820457	0.642743769884	46.1296018019	49.1863978179	0.0342559032142	61.0393791199
136	0.0232086602511	0.0205452519208	0.378141359091	0.99292	0.9109	0.693486753941	0.646960974932	45.7268377179	48.8431888035	0.0316381566226	61.1901359558
137	0.0225488591001	0.0204204466511	0.381149407625	0.99302	0.9096	0.692617353916	0.645861124992	45.8303246871	48.9649703934	0.0301684141159	61.2706069946
138	0.0218958311074	0.0257192803025	0.403276576996	0.99112	0.9066	0.691609707594	0.644775474072	45.8882977345	49.0178247877	0.0302736312151	61.2673835754
139	0.0212497373978	0.0193525927346	0.374974171817	0.99338	0.9129	0.694550836802	0.64834149003	45.6637726415	48.7638049298	0.0285796709359	61.3671531677
140	0.0206107373854	0.0164111733907	0.378071772158	0.9947	0.9084	0.698648639917	0.650641081333	45.3449062163	48.5812550103	0.0285791754723	52.37109375
141	0.0199789887337	0.0171300359564	0.389652431607	0.99424	0.9096	0.699386477232	0.650846604109	45.2777901411	48.5371711253	0.0270895063877	61.4510765076
142	0.0193546473174	0.0158862010748	0.387851472795	0.9947	0.9143	0.703627672911	0.654954040051	44.9591933172	48.2519300629	0.0282902102917	61.3822135925
143	0.0187378671832	0.0171153624305	0.403812798858	0.994	0.9068	0.703374740124	0.653976939917	44.9536636097	48.2879074013	0.0251957327127	61.5557518005
144	0.0181288005126	0.0232318602521	0.417381731868	0.99212	0.905	0.701992173672	0.651258370876	45.0584684229	48.4768015421	0.0229211430997	61.6910896301
145	0.0175275975835	0.0127178871976	0.391179227829	0.99586	0.9118	0.708996346474	0.658531299829	44.5286116212	47.9520286142	0.0227342117578	61.6969604492
146	0.0169344067338	0.0101468728641	0.375735325217	0.99662	0.9169	0.709927186728	0.659459289312	44.4834193604	47.9165044588	0.0228135045618	61.6923408508
147	0.0163493743245	0.0123746547792	0.390558826923	0.99604	0.9139	0.709654010773	0.659018995762	44.4723452605	47.9032544382	0.0212341509759	61.7857322693
148	0.0157726447036	0.0149817011605	0.407383375764	0.9948	0.9098	0.706914246321	0.656163183451	44.6759045551	48.10415933	0.0204838793725	61.8318862915
149	0.0152043601704	0.00831880926713	0.388463892639	0.99754	0.9143	0.715811004877	0.663761469126	43.9933391899	47.5367822775	0.0201310683042	61.848903656
150	0.0146446609407	0.00916020786436	0.386534199119	0.99722	0.9157	0.716222229004	0.663622248173	43.9506732658	47.5329564154	0.0184645745903	61.9500617981
151	0.0140936851118	0.00600658255978	0.382806019187	0.9983	0.9144	0.718503578663	0.665057344437	43.7759044207	47.4183887347	0.0171640720218	53.0162963867
152	0.0135515686289	0.00652767141093	0.392167023122	0.99804	0.9142	0.71876113224	0.665359075069	43.758794428	47.3979179747	0.0164471231401	53.0601882935
153	0.0130184452511	0.00540132996952	0.388184204102	0.99852	0.9169	0.720612788916	0.667638816833	43.6185083394	47.2314085496	0.0161765124649	53.0804824829
154	0.0124944465185	0.00539147730113	0.389671883881	0.99832	0.9148	0.721248444557	0.667793984413	43.5640939025	47.2085908683	0.0162577275187	53.0765037537
155	0.01197970172	0.00465509304078	0.387561371922	0.99886	0.9175	0.724190553427	0.669611699581	43.3315403183	47.069523504	0.0151574611664	53.1340942383
156	0.0114743378612	0.00453981829679	0.400241160393	0.99892	0.9169	0.724787685871	0.670158003569	43.2885683471	47.023594375	0.0142481802031	53.1861953735
157	0.0109784796331	0.00442272464675	0.390889447629	0.99882	0.9164	0.72816226697	0.674043560028	43.0073974354	46.7225311111	0.0135402828455	53.2346916199
158	0.0104922493812	0.00492416045035	0.404109043777	0.99868	0.9147	0.727747782469	0.672961592674	43.0341755062	46.7905255077	0.0126338619739	44.2889137268
159	0.0100157670756	0.00403123960749	0.3925343436	0.99882	0.915	0.728956974745	0.674477936029	42.9499068043	46.6898909348	0.0119099346921	44.3257102966
160	0.00954915028125	0.00298097873048	0.400282306671	0.99934	0.9158	0.730784970045	0.675263447762	42.8032257188	46.6185305527	0.01097971946	44.3735656738
161	0.00909251412875	0.00268081153405	0.393934743404	0.99942	0.9177	0.731055498362	0.675440970659	42.7814027863	46.606248848	0.0108230980113	44.3904724121
162	0.00864597128627	0.00255475106393	0.388994588554	0.99948	0.918	0.732236682415	0.676685159206	42.6855159871	46.5074143032	0.0104609308764	44.4059181213
163	0.00820963193159	0.00288051437831	0.390301115215	0.99936	0.916	0.732960410595	0.676685560942	42.6256504036	46.4993101471	0.0101269828156	44.4236106873
164	0.0077836037249	0.00373690927972	0.405001372993	0.99898	0.9153	0.733296438217	0.676921993494	42.5918769213	46.4666307655	0.010122015141	44.4283409119
165	0.0073679917823	0.00265247127321	0.401916821301	0.99932	0.918	0.733737340212	0.677048925161	42.5671074862	46.47353998	0.00991079863161	44.4354743958
166	0.0069628986498	0.00237675073801	0.400482881963	0.99946	0.9167	0.735163899899	0.678251302242	42.4507920011	46.3781774935	0.00924411974847	44.4770126343
167	0.00656842427809	0.00218795879016	0.400120547116	0.99956	0.9179	0.736396517038	0.679391372204	42.3454805381	46.2824662576	0.00918644666672	44.476360321
168	0.00618466599781	0.00227361273742	0.399727317095	0.9994	0.9184	0.737372347593	0.680232670307	42.2607231771	46.2060157453	0.0088113239035	44.4950561523
169	0.00581171849557	0.001818214598	0.397942075729	0.99958	0.9191	0.738334287643	0.680987919569	42.189782756	46.1551845896	0.00870744418353	44.5049705505
170	0.00544967379058	0.00163772788603	0.399844480157	0.99964	0.9183	0.738506366968	0.681296426058	42.1729191009	46.1289386315	0.00850316882133	44.5155220032
171	0.00509862121197	0.0015802677293	0.39814669311	0.99966	0.9186	0.738731399059	0.681255345345	42.1542485602	46.1309161078	0.00828956998885	44.5277671814
172	0.0047586473767	0.00152078015479	0.401640836298	0.99972	0.9183	0.73846723628	0.680844800472	42.1774239931	46.161191741	0.00819333549589	44.5372428894
173	0.00442983616823	0.00173380792426	0.405223090649	0.99964	0.9168	0.738523187876	0.680597563982	42.1697705066	46.1738297083	0.00813862401992	44.5392112732
174	0.0041122687158	0.00152615822101	0.402573311627	0.99962	0.9197	0.73983656621	0.682058820724	42.0612338693	46.0623007788	0.00801842939109	44.5472564697
175	0.00380602337444	0.00130546400673	0.40308660388	0.99972	0.9184	0.741287270546	0.683356510401	41.9409402908	45.9572687935	0.007822628133	44.5644187927
176	0.00351117570559	0.00142900524789	0.407502762973	0.9997	0.9184	0.740998723269	0.682977218628	41.9640239806	45.9824987609	0.00768300890923	44.565322876
177	0.00322779845851	0.00149048668845	0.40823865056	0.99972	0.9183	0.741288679838	0.683282008171	41.940787636	45.9585072434	0.0075173638761	44.5813789368
178	0.00295596155229	0.00144574466319	0.409177140594	0.99974	0.918	0.741511802197	0.683436168432	41.9281655967	45.9509944451	0.00744475563988	26.5837554932
179	0.00269573205862	0.00136284245027	0.406374575496	0.99972	0.9189	0.742395477772	0.684371165037	41.8487580497	45.8732860169	0.00740171968937	26.5873775482
180	0.00244717418524	0.00139467610401	0.411122988164	0.99974	0.9163	0.742017000675	0.68372440815	41.8812887107	45.9197829395	0.00731402635574	26.5890808105
